,bracket_pricing,quantity,diameter,wall,length,end_a_1x,end_a_2x,end_x_1x,end_x_2x,num_boss,other,end_a_forming,end_x_forming,no_of_components,total_component_weight,SP-0019,SP-0035,SP-0039,SP-0046,SP-0048,cost
2123,1.0,10.0,6.35,0.71,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.593179504
2124,1.0,25.0,6.35,0.71,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.444189113
2125,1.0,50.0,6.35,0.71,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.12981644
2126,1.0,100.0,6.35,0.71,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.987931428
2127,1.0,250.0,6.35,0.71,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.901687597
2128,1.0,1.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,22.43174218
2129,1.0,2.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,12.86702314
2130,1.0,5.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,7.127635305
2131,1.0,10.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,5.213578674
2132,1.0,25.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.067370342
2133,1.0,50.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.75021561
2134,1.0,100.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.611112657
2135,1.0,250.0,6.35,0.71,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.524868826
2136,1.0,1.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.14086678
2137,1.0,2.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.57614774
2138,1.0,5.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,5.836759903
2139,1.0,10.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.92548533
2140,1.0,25.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.776494939
2141,1.0,50.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.462122266
2142,1.0,100.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.320237254
2143,1.0,250.0,6.35,0.71,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.233993423
2144,0.0,50.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.623481691
2145,1.0,1.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.03514853
2146,1.0,2.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.47042949
2147,1.0,5.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,5.731041659
2148,1.0,10.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.816985027
2149,1.0,25.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.670776695
2150,1.0,50.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.353621963
2151,1.0,100.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.21451901
2152,1.0,250.0,6.35,0.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.128275179
2153,1.0,1.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,22.12571568
2154,1.0,2.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,12.56099664
2155,1.0,5.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.821608809
2156,1.0,10.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.907552178
2157,1.0,25.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.761343846
2158,1.0,50.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.444189113
2159,1.0,100.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.302304101
2160,1.0,250.0,6.35,0.71,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.21884233
2161,0.0,8.0,6.35,0.71,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,9.525770213
2162,1.0,1.0,6.35,0.89,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.028,0.0,0.0,0.0,0.0,0.0,6.123311986
2163,0.0,1.0,6.35,0.89,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.028,0.0,0.0,0.0,0.0,0.0,4.506935673
2164,1.0,1.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.50531651
2165,1.0,2.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.94059748
2166,1.0,5.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,6.201209639
2167,1.0,10.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.287153008
2168,1.0,25.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.140944676
2169,1.0,50.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.823789943
2170,1.0,100.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.684686991
2171,1.0,250.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.59844316
2172,1.0,1.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.7306633
2173,1.0,2.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,12.16594426
2174,1.0,5.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,6.426556423
2175,1.0,10.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.512499791
2176,1.0,25.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.36629146
2177,1.0,50.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.049136727
2178,1.0,100.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.907251715
2179,1.0,250.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.823789943
2180,1.0,1.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.24936708
2181,1.0,2.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.68464804
2182,1.0,5.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.945260206
2183,1.0,10.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.031203574
2184,1.0,25.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.884995243
2185,1.0,50.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.56784051
2186,1.0,100.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.425955498
2187,1.0,250.0,6.35,0.71,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.342493726
2188,1.0,1.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,22.59031955
2189,1.0,2.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,13.02560051
2190,1.0,5.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,7.288994731
2191,1.0,10.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.374938099
2192,1.0,25.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.225947708
2193,1.0,50.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.911575035
2194,1.0,100.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.769690023
2195,1.0,250.0,6.35,0.71,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.686228251
2196,1.0,1.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.33282885
2197,1.0,2.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.76810981
2198,1.0,5.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,6.028721978
2199,1.0,10.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.117447405
2200,1.0,25.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.968457014
2201,1.0,50.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.654084341
2202,1.0,100.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.512199329
2203,1.0,250.0,6.35,0.71,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.425955498
2204,1.0,1.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,20.93499441
2205,1.0,2.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.37027537
2206,1.0,5.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.630887532
2207,1.0,10.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.716830901
2208,1.0,25.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.570622569
2209,1.0,50.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.253467837
2210,1.0,100.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.111582825
2211,1.0,250.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.028121053
2212,1.0,1.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,20.93499441
2213,1.0,2.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.37027537
2214,1.0,5.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.630887532
2215,1.0,10.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.716830901
2216,1.0,25.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.570622569
2217,1.0,50.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.253467837
2218,1.0,100.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.111582825
2219,1.0,250.0,6.35,0.71,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.028121053
2220,1.0,1.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.00732794
2221,1.0,2.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.4426089
2222,1.0,5.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.706003127
2223,1.0,10.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.791946495
2224,1.0,25.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.642956105
2225,1.0,50.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.328583431
2226,1.0,100.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.186698419
2227,1.0,250.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.103236648
2228,1.0,1.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.00732794
2229,1.0,2.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.4426089
2230,1.0,5.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.706003127
2231,1.0,10.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.791946495
2232,1.0,25.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.642956105
2233,1.0,50.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.328583431
2234,1.0,100.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.186698419
2235,1.0,250.0,6.35,0.71,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.103236648
2236,1.0,1.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.91149714
2237,1.0,2.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,12.3467781
2238,1.0,5.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,6.607390262
2239,1.0,10.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.696115689
2240,1.0,25.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.547125298
2241,1.0,50.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.229970566
2242,1.0,100.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.090867613
2243,1.0,250.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.004623782
2244,1.0,1.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.91149714
2245,1.0,2.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,12.3467781
2246,1.0,5.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,6.607390262
2247,1.0,10.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,4.696115689
2248,1.0,25.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.547125298
2249,1.0,50.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.229970566
2250,1.0,100.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.090867613
2251,1.0,250.0,6.35,0.71,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.004623782
2252,1.0,1.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,21.01567412
2253,1.0,2.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.45095508
2254,1.0,5.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.714349304
2255,1.0,10.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.800292673
2256,1.0,25.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.651302282
2257,1.0,50.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.336929608
2258,1.0,100.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.195044596
2259,1.0,250.0,6.35,0.71,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.111582825
2260,1.0,1.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,20.6706988
2261,1.0,2.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.10597976
2262,1.0,5.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.366591922
2263,1.0,10.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.45253529
2264,1.0,25.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.306326959
2265,1.0,50.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,1.989172226
2266,1.0,100.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,1.847287214
2267,1.0,250.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,1.763825442
2268,1.0,1.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,20.6706988
2269,1.0,2.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,11.10597976
2270,1.0,5.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,5.366591922
2271,1.0,10.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,3.45253529
2272,1.0,25.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,2.306326959
2273,1.0,50.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,1.989172226
2274,1.0,100.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,1.847287214
2275,1.0,250.0,6.35,0.71,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,1.0,0.0,0.0,0.0,0.0,1.763825442
2276,1.0,2.0,6.35,0.71,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.50253446
2277,1.0,5.0,6.35,0.71,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,9.308769607
