,tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,end_a_forming,end_x_forming,no_of_components,total_component_weight
7205,TA-06413,S-0066,1/8/2013,0,0,Yes,25,3.271701452,SP-0035,9.52,1.65,38,5,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7206,TA-06413,S-0066,1/8/2013,0,0,Yes,50,2.957328778,SP-0035,9.52,1.65,38,5,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7207,TA-06413,S-0066,1/8/2013,0,0,Yes,100,2.815443766,SP-0035,9.52,1.65,38,5,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7208,TA-06413,S-0066,1/8/2013,0,0,Yes,250,2.731981995,SP-0035,9.52,1.65,38,5,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7209,TA-07082,S-0072,1/7/2014,30,20,Yes,1,15.19282451,SP-0028,41.28,1.65,46,2,76.2,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.294
7210,TA-07082,S-0072,1/7/2014,30,8,Yes,1,15.6963772,SP-0028,41.28,1.65,46,2,76.2,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.294
7211,TA-07083,S-0072,31/1/2014,30,1,Yes,1,20.80980175,SP-0028,41.28,1.65,47,2,76.2,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.294
7212,TA-07083,S-0072,31/1/2014,30,8,Yes,1,20.30624906,SP-0028,41.28,1.65,47,2,76.2,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.294
7213,TA-07335,S-0041,10/9/2013,1,1,No,1,1.863979569,SP-0029,12.7,1.65,48,3,25.4,N,N,N,Y,EF-003,NONE,0,0,0,No,,2,0.048
7214,TA-07718,S-0066,14/4/2004,199,25,No,25,12.95048491,SP-0029,44.45,1.65,77,4,101.6,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.75
7215,TA-07917,S-0022,29/4/2014,4500,250,No,250,2.559494333,SP-0029,9.52,1.24,17,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.062
7216,TA-08253,S-0041,10/9/2013,1,55,No,55,7.878791251,SP-0029,25.4,2.41,65,3,50.8,N,N,Y,Y,EF-003,NONE,0,0,0,No,,3,0.529
7217,TA-09172,S-0041,10/9/2013,1,35,No,35,10.26301586,SP-0029,25.4,1.65,119,5,38.1,N,Y,N,Y,EF-003,NONE,0,0,0,No,,3,0.298
7218,TA-09651,S-0066,12/7/2010,135,2,No,2,50.19669158,SP-0029,31.75,1.65,38,1,76.2,N,N,N,N,EF-003,NONE,0,0,0,No,,4,2.408
7219,TA-10029,S-0066,1/8/2011,410,1,No,1,29.03913244,SP-0035,69.85,1.65,118,3,139.7,N,Y,N,N,EF-003,NONE,0,0,0,No,,1,1.258
7220,TA-10060,S-0072,16/1/2013,10,1,Yes,1,3.388547932,SP-0029,9.52,1.65,33,2,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7221,TA-10060,S-0072,16/1/2013,10,4,Yes,1,3.04079055,SP-0029,9.52,1.65,33,2,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7222,TA-10544,S-0062,24/2/2009,259,10,No,1,7.016352943,SP-0029,41.28,1.65,42,2,101.6,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,2.56
7223,TA-10846,S-0058,11/3/2013,1,15,No,15,6.340312592,SP-0029,25.4,2.11,35,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.382
7224,TA-11307,S-0066,2/12/2009,10,0,Yes,1,116.0285551,SP-0029,203.2,1.9,62,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7225,TA-11307,S-0066,2/12/2009,10,0,Yes,3,58.67084346,SP-0029,203.2,1.9,62,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7226,TA-11307,S-0066,2/12/2009,10,0,Yes,5,44.85792024,SP-0029,203.2,1.9,62,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7227,TA-11307,S-0066,2/12/2009,10,0,Yes,7,38.38406882,SP-0029,203.2,1.9,62,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7228,TA-11307,S-0066,2/12/2009,10,0,Yes,10,33.85765873,SP-0029,203.2,1.9,62,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7229,TA-11310,S-0066,3/5/2012,282,2,No,2,32.41377008,SP-0029,203.2,1.9,48,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7230,TA-11584,S-0041,1/6/2012,1,0,Yes,1,31.77946061,SP-0029,12.7,0.89,159,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7231,TA-11584,S-0041,1/6/2012,1,0,Yes,6,7.52825181,SP-0029,12.7,0.89,159,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7232,TA-11584,S-0041,1/6/2012,1,0,Yes,20,3.057482904,SP-0029,12.7,0.89,159,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7233,TA-11726,S-0066,1/9/2013,0,0,Yes,1,21.91149714,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7234,TA-11726,S-0066,1/9/2013,0,0,Yes,2,12.3467781,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7235,TA-11726,S-0066,1/9/2013,0,0,Yes,5,6.607390262,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7236,TA-11726,S-0066,1/9/2013,0,0,Yes,10,4.696115689,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7237,TA-11726,S-0066,1/9/2013,0,0,Yes,25,3.547125298,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7238,TA-11726,S-0066,1/9/2013,0,0,Yes,50,3.229970566,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7239,TA-11726,S-0066,1/9/2013,0,0,Yes,100,3.090867613,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7240,TA-11726,S-0066,1/9/2013,0,0,Yes,250,3.004623782,SP-0029,15.88,2.41,56,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7241,TA-11727,S-0041,1/9/2012,1,0,Yes,1,36.35594776,SP-0019,15.88,0.89,27,2,38.1,N,Y,Y,Y,EF-003,NONE,0,0,0,No,,2,0.062
7242,TA-11727,S-0041,1/9/2012,1,0,Yes,6,7.364110325,SP-0019,15.88,0.89,27,2,38.1,N,Y,Y,Y,EF-003,NONE,0,0,0,No,,2,0.062
7243,TA-11727,S-0041,1/9/2012,1,0,Yes,20,2.016992817,SP-0019,15.88,0.89,27,2,38.1,N,Y,Y,Y,EF-003,NONE,0,0,0,No,,2,0.062
7244,TA-12130,S-0041,5/8/2013,1,1,No,1,5.536297525,SP-0029,12.7,1.24,59,3,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.188
7245,TA-12131,S-0041,5/8/2013,1,55,No,55,4.387307134,SP-0029,15.88,1.24,50,2,50.8,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.187
7246,TA-12471,S-0066,7/11/2012,12,1,No,1,68.22443427,SP-0029,50.8,3.05,31,1,101.6,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.666
7247,TA-12548,S-0013,28/9/2011,736,1,No,1,4.217601531,SP-0029,22.22,3.05,86,4,63.5,N,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.234
7248,TA-12573,S-0013,1/5/2011,265,48,No,48,4.136921819,SP-0035,15.88,1.65,23,1,50.8,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.003
7249,TA-12926,S-0054,21/9/2009,2,0,Yes,1,14.61137417,SP-0029,9.52,0.89,68,2,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7250,TA-12926,S-0054,21/9/2009,2,0,Yes,2,8.668896023,SP-0029,9.52,0.89,68,2,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7251,TA-12926,S-0054,21/9/2009,2,0,Yes,3,6.685287915,SP-0029,9.52,0.89,68,2,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7252,TA-12926,S-0054,21/9/2009,2,0,Yes,5,4.301063303,SP-0029,9.52,0.89,68,2,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7253,TA-12926,S-0054,21/9/2009,2,0,Yes,10,3.310650278,SP-0029,9.52,0.89,68,2,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7254,TA-12926,S-0054,21/9/2009,2,0,Yes,20,2.815443766,SP-0029,9.52,0.89,68,2,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7255,TA-13050,S-0007,1/12/2011,20,1,No,1,62.59632879,SP-0029,203.2,1.9,70,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7256,TA-13190,S-0070,29/7/2008,1171,50,No,50,4.609871858,SP-0029,12.7,1.24,35,4,19.05,N,N,N,Y,EF-003,NONE,0,0,1,No,,3,0.037
7257,TA-13311,S-0041,1/6/2012,1,0,Yes,1,32.87837394,SP-0029,12.7,0.89,50,3,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.081
7258,TA-13311,S-0041,1/6/2012,1,0,Yes,6,8.629947197,SP-0029,12.7,0.89,50,3,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.081
7259,TA-13311,S-0041,1/6/2012,1,0,Yes,20,4.156396232,SP-0029,12.7,0.89,50,3,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.081
7260,TA-13434,S-0041,1/9/2012,1,0,Yes,1,27.34485848,SP-0029,15.88,2.41,55,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7261,TA-13434,S-0041,1/9/2012,1,0,Yes,6,5.789464899,SP-0029,15.88,2.41,55,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7262,TA-13434,S-0041,1/9/2012,1,0,Yes,20,1.813902506,SP-0029,15.88,2.41,55,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7263,TA-13989,S-0066,27/1/2012,217,3,No,3,26.81904931,SP-0029,31.75,1.65,38,1,76.2,N,N,N,N,EF-003,NONE,0,0,0,No,,3,2.175
7264,TA-14049,S-0062,27/12/2012,1,1,No,1,9.303205488,SP-0028,41.28,1.65,89,3,76.2,Y,Y,N,N,EF-003,NONE,1,0,1,No,,3,0.203
7265,TA-14229,S-0062,26/12/2012,5,1,No,1,8.421292767,SP-0028,41.28,1.65,28,1,76.2,Y,Y,N,N,EF-003,NONE,0,0,1,No,,2,0.118
7266,TA-14378,S-0013,30/5/2013,162,16,No,16,6.752057333,SP-0035,12.7,1.24,221,3,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7267,TA-14445,S-0072,22/1/2013,1,0,Yes,1,49.08665001,SP-0029,9.52,1.24,91,6,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.117
7268,TA-14445,S-0072,22/1/2013,1,0,Yes,2,31.94638416,SP-0029,9.52,1.24,91,6,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.117
7269,TA-14445,S-0072,22/1/2013,1,0,Yes,3,26.23481691,SP-0029,9.52,1.24,91,6,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.117
7270,TA-14445,S-0072,22/1/2013,1,0,Yes,4,19.98074815,SP-0029,9.52,1.24,91,6,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.117
7271,TA-14710,S-0007,1/12/2011,24,1,No,1,62.59632879,SP-0029,203.2,1.9,64,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,2.266
7272,TA-14769,S-0066,20/5/2010,180,4,No,4,24.11766997,SP-0029,152.4,1.65,70,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,5,1.386
7273,TA-15366,S-0041,1/9/2012,1,0,Yes,1,30.83077848,SP-0029,15.88,2.41,60,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7274,TA-15366,S-0041,1/9/2012,1,0,Yes,6,7.119289128,SP-0029,15.88,2.41,60,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7275,TA-15366,S-0041,1/9/2012,1,0,Yes,20,2.74589229,SP-0029,15.88,2.41,60,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7276,TA-15367,S-0041,1/9/2012,1,0,Yes,1,31.51238294,SP-0029,15.88,2.41,60,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7277,TA-15367,S-0041,1/9/2012,1,0,Yes,6,7.800893597,SP-0029,15.88,2.41,60,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7278,TA-15367,S-0041,1/9/2012,1,0,Yes,20,3.427496759,SP-0029,15.88,2.41,60,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7279,TA-15368,S-0041,20/11/2012,0,0,Yes,1,30.32722579,SP-0019,15.88,0.89,16,1,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7280,TA-15368,S-0041,20/11/2012,0,0,Yes,6,6.076016982,SP-0019,15.88,0.89,16,1,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7281,TA-15368,S-0041,20/11/2012,0,0,Yes,20,1.605248076,SP-0019,15.88,0.89,16,1,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7282,TA-15377,S-0041,20/11/2012,1,0,Yes,1,30.51362374,SP-0019,15.88,0.89,33,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7283,TA-15377,S-0041,20/11/2012,1,0,Yes,6,6.265196998,SP-0019,15.88,0.89,33,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7284,TA-15377,S-0041,20/11/2012,1,0,Yes,20,1.794428092,SP-0019,15.88,0.89,33,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.062
7285,TA-15482,S-0058,15/3/2012,300,50,No,50,6.727018801,SP-0029,9.52,1.65,180,7,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.118
7286,TA-15556,S-0058,15/3/2012,2000,15,No,1,9.776155528,,15.88,1.65,99,8,31.75,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.378
7287,TA-16027,S-0041,1/8/2014,9500,1,No,1,1.71096632,SP-0029,9.52,1.24,95,5,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7288,TA-16028,S-0041,1/8/2014,1250,1,No,1,1.457798946,SP-0029,9.52,1.24,76,4,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.021
7289,TA-16308,S-0058,17/4/2014,68,0,Yes,10,23.57516845,SP-0029,50.8,1.65,87,2,101.6,N,N,N,N,EF-003,NONE,0,0,0,No,,1,1.982
7290,TA-16308,S-0058,17/4/2014,68,0,Yes,15,21.41907268,SP-0029,50.8,1.65,87,2,101.6,N,N,N,N,EF-003,NONE,0,0,0,No,,1,1.982
7291,TA-16308,S-0058,17/4/2014,68,0,Yes,25,19.79435019,SP-0029,50.8,1.65,87,2,101.6,N,N,N,N,EF-003,NONE,0,0,0,No,,1,1.982
7292,TA-16443,S-0066,4/10/2013,5,0,Yes,1,116.0396833,SP-0029,152.4,1.65,30,0,0,N,Y,N,Y,EF-003,NONE,0,0,0,No,,5,1.386
7293,TA-16443,S-0066,4/10/2013,5,0,Yes,3,50.91446281,SP-0029,152.4,1.65,30,0,0,N,Y,N,Y,EF-003,NONE,0,0,0,No,,5,1.386
7294,TA-16443,S-0066,4/10/2013,5,0,Yes,5,39.43012302,SP-0029,152.4,1.65,30,0,0,N,Y,N,Y,EF-003,NONE,0,0,0,No,,5,1.386
7295,TA-16586,S-0066,14/2/2012,45,1,No,1,95.14085565,SP-0032,63.5,1.65,101,3,101.6,Y,Y,N,Y,EF-003,NONE,0,0,0,No,,1,1.97
7296,TA-16648,S-0041,20/11/2012,1,0,Yes,1,26.9692805,SP-0029,12.7,0.89,72,3,25.4,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.142
7297,TA-16648,S-0041,20/11/2012,1,0,Yes,6,5.953606383,SP-0029,12.7,0.89,72,3,25.4,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.142
7298,TA-16648,S-0041,20/11/2012,1,0,Yes,20,2.078198116,SP-0029,12.7,0.89,72,3,25.4,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.142
7299,TA-16649,S-0041,20/11/2012,1,0,Yes,1,26.92476756,SP-0029,12.7,0.89,72,3,25.4,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.142
7300,TA-16649,S-0041,20/11/2012,1,0,Yes,6,5.909093438,SP-0029,12.7,0.89,72,3,25.4,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.142
7301,TA-16649,S-0041,20/11/2012,1,0,Yes,20,2.033685171,SP-0029,12.7,0.89,72,3,25.4,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.142
7302,TA-16671,S-0026,7/10/2013,191,1,No,1,5.892401084,SP-0035,12.7,1.24,182,5,127,N,N,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7303,TA-16678,S-0041,20/11/2012,1,0,Yes,1,32.47775744,SP-0029,12.7,0.89,60,3,25.4,Y,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7304,TA-16678,S-0041,20/11/2012,1,0,Yes,6,6.718672624,SP-0029,12.7,0.89,60,3,25.4,Y,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7305,TA-16678,S-0041,20/11/2012,1,0,Yes,20,1.966915754,SP-0029,12.7,0.89,60,3,25.4,Y,Y,N,N,EF-003,NONE,0,0,0,No,,2,0.048
7306,TA-16871,S-0072,27/2/2012,10,1,Yes,1,8.084663621,SP-0029,9.52,1.65,10,1,25.4,N,N,N,Y,EF-003,NONE,0,0,0,No,,2,0.021
7307,TA-18112,S-0042,15/1/2014,4000,50,Yes,50,3.54156118,SP-0029,19.05,1.24,32,2,38.1,N,N,Y,Y,EF-003,NONE,0,0,0,No,,3,0.151
7308,TA-18685,S-0064,16/10/2013,11,0,Yes,5,23.22462901,SP-0029,12.7,1.65,102,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.074
7309,TA-18685,S-0064,16/10/2013,11,0,Yes,10,15.49885101,SP-0029,12.7,1.65,102,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.074
7310,TA-18685,S-0064,16/10/2013,11,0,Yes,15,13.07011345,SP-0029,12.7,1.65,102,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.074
7311,TA-18685,S-0064,16/10/2013,11,0,Yes,20,11.8098407,SP-0029,12.7,1.65,102,0,0,N,N,N,N,EF-003,NONE,0,0,0,No,,1,0.074
7312,TA-19573,S-0072,10/4/2014,150,1,Yes,1,8.237676869,SP-0035,9.52,0.89,39,2,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,,3,0.091
7313,TA-19580,S-0062,1/9/1991,1714,1,No,1,1.076656855,SP-0028,34.92,1.65,21,1,63.5,N,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.079
7314,TA-20433,S-0066,4/1/1999,0,32,No,1,8.193163924,SP-0029,50.8,3.05,62,2,101.6,Y,Y,N,N,EF-003,NONE,0,0,0,No,,1,0.091
7315,TA-00013,S-0026,21/7/1992,50,1,No,1,10.00428437,SP-0028,38.1,1.65,106,3,76.2,N,N,N,N,NONE,NONE,1,0,0,,,1,0.215
7316,TA-00021,S-0030,10/2/2014,1,1,No,1,3.433060877,SP-0041,6.35,2.375,81,6,19.05,N,N,N,N,NONE,NONE,0,0,0,,,4,0.052
7317,TA-00064,S-0041,3/6/2014,300,60,No,60,2.18391636,SP-0029,25.4,1.65,89,5,50.8,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7318,TA-00099,S-0066,1/10/2013,0,0,Yes,1,27.34207642,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7319,TA-00099,S-0066,1/10/2013,0,0,Yes,2,17.15139409,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7320,TA-00099,S-0066,1/10/2013,0,0,Yes,5,11.03642828,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7321,TA-00099,S-0066,1/10/2013,0,0,Yes,10,8.999961051,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7322,TA-00099,S-0066,1/10/2013,0,0,Yes,25,7.775855066,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7323,TA-00099,S-0066,1/10/2013,0,0,Yes,50,7.436443861,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7324,TA-00099,S-0066,1/10/2013,0,0,Yes,100,7.280648554,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7325,TA-00099,S-0066,1/10/2013,0,0,Yes,250,7.188840605,SP-0029,22.22,3.05,182,5,50.8,N,N,N,N,NONE,NONE,1,0,0,,,1,0.221
7326,TA-00140,S-0066,12/5/2011,100,1,Yes,1,3.474791763,SP-0028,57.15,1.65,89,2,101.6,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7327,TA-00140,S-0066,1/8/2011,3223,1,Yes,1,1.646978962,SP-0028,57.15,1.65,89,2,101.6,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7328,TA-00140,S-0087,10/7/2009,1384,10,Yes,1,2.356404022,SP-0028,57.15,1.65,89,2,101.6,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7329,TA-00162,S-0066,29/10/2010,2,0,Yes,3,50.49437189,SP-0035,12.7,0.89,91,3,19.05,N,N,N,N,NONE,NONE,0,0,0,,,2,0.064
7330,TA-00162,S-0066,29/10/2010,2,0,Yes,5,32.3581289,SP-0035,12.7,0.89,91,3,19.05,N,N,N,N,NONE,NONE,0,0,0,,,2,0.064
7331,TA-00162,S-0066,29/10/2010,2,0,Yes,10,19.0598866,SP-0035,12.7,0.89,91,3,19.05,N,N,N,N,NONE,NONE,0,0,0,,,2,0.064
7332,TA-00165,S-0062,12/11/1993,300,1,Yes,1,1.991954285,SP-0028,12.7,0.89,73,1,152.4,N,N,N,N,NONE,NONE,0,1,0,,,2,0.07
7333,TA-00166,S-0064,1/6/2008,450,1,No,1,9.456218737,SP-0028,50.8,1.65,94,3,101.6,N,Y,N,N,NONE,NONE,1,0,0,,,1,0.197
7334,TA-00229,S-0013,1/5/2011,87,5,No,5,9.044473996,SP-0028,50.8,1.65,105,3,101.6,N,N,N,Y,NONE,NONE,1,0,1,,,1,0.197
7335,TA-00278,S-0066,20/2/2004,0,0,Yes,30,2.342493726,SP-0028,9.52,0.89,59,2,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7336,TA-00278,S-0066,20/2/2004,0,0,Yes,60,1.891800159,SP-0028,9.52,0.89,59,2,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7337,TA-00278,S-0066,20/2/2004,0,0,Yes,90,1.74156897,SP-0028,9.52,0.89,59,2,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7338,TA-00278,S-0066,20/2/2004,0,0,Yes,120,1.666453375,SP-0028,9.52,0.89,59,2,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7339,TA-00285,S-0041,21/8/2013,20,20,No,20,1.591337781,SP-0029,19.05,1.65,106,4,38.1,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7340,TA-00322,S-0066,2/12/2013,1,0,Yes,1,17.45463853,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7341,TA-00322,S-0066,2/12/2013,1,0,Yes,2,9.559154922,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7342,TA-00322,S-0066,2/12/2013,1,0,Yes,5,4.821308347,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7343,TA-00322,S-0066,2/12/2013,1,0,Yes,10,3.241098802,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7344,TA-00322,S-0066,2/12/2013,1,0,Yes,25,2.295198722,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7345,TA-00322,S-0066,2/12/2013,1,0,Yes,50,2.044813407,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7346,TA-00322,S-0066,2/12/2013,1,0,Yes,100,1.939095163,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7347,TA-00322,S-0066,2/12/2013,1,0,Yes,250,1.872325746,SP-0029,25.4,1.65,94,4,50.8,N,N,N,Y,NONE,NONE,0,0,0,,,0,0
7348,TA-00330,S-0072,11/7/2012,2,0,Yes,2,8.646639551,SP-0028,9.52,0.89,90,3,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7349,TA-00330,S-0072,11/7/2012,2,0,Yes,4,7.030263238,SP-0028,9.52,0.89,90,3,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7350,TA-00330,S-0072,11/7/2012,2,0,Yes,6,6.05097845,SP-0028,9.52,0.89,90,3,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7351,TA-00330,S-0072,11/7/2012,2,0,Yes,8,4.818526288,SP-0028,9.52,0.89,90,3,127,N,N,N,N,NONE,NONE,0,0,0,,,1,0.014
7352,TA-00331,S-0072,8/3/2004,1,1,No,1,14.13842413,SP-0028,34.92,1.65,78,2,63.5,N,Y,N,Y,NONE,NONE,0,0,0,,,0,0
7353,TA-00332,S-0062,20/8/2001,370,1,No,1,1.379901293,SP-0028,34.92,1.65,101,3,63.5,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7354,TA-00394,S-0066,2/12/2013,1,0,Yes,1,17.64938266,SP-0029,25.4,1.65,125,4,50.8,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7355,TA-00394,S-0066,2/12/2013,1,0,Yes,2,9.753899056,SP-0029,25.4,1.65,125,4,50.8,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7356,TA-00394,S-0066,2/12/2013,1,0,Yes,5,5.016052481,SP-0029,25.4,1.65,125,4,50.8,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7357,TA-00394,S-0066,2/12/2013,1,0,Yes,10,3.435842936,SP-0029,25.4,1.65,125,4,50.8,N,N,N,N,NONE,NONE,0,0,0,,,0,0
7358,TA-00394,S-0066,2/12/2013,1,0,Yes,25,2.489942857,SP-0029,25.4,1.65,125,4,50.8,N,N,N,N,NONE,NONE,0,0,0,,,0,0
