,Unnamed: 0,annual_usage,min_order_quantity,quantity,wall,num_bends,bend_radius,num_boss,other,no_of_components,total_component_weight,volume,cost
9197,9197,0,0,250,2.11,2,38.1,0,0,3,0.21,21091.6988174,4.771231284
9198,9198,0,0,1,2.41,2,63.5,0,0,4,0.324,29895.7412668,22.77115339
9199,9199,0,0,2,2.41,2,63.5,0,0,4,0.324,29895.7412668,13.20643435
9200,9200,0,0,5,2.41,2,63.5,0,0,4,0.324,29895.7412668,7.46982857
9201,9201,0,0,10,2.41,2,63.5,0,0,4,0.324,29895.7412668,5.555771938
9202,9202,0,0,25,2.41,2,63.5,0,0,4,0.324,29895.7412668,4.409563606
9203,9203,0,0,50,2.41,2,63.5,0,0,4,0.324,29895.7412668,4.092408874
9204,9204,0,0,100,2.41,2,63.5,0,0,4,0.324,29895.7412668,3.950523862
9205,9205,0,0,250,2.41,2,63.5,0,0,4,0.324,29895.7412668,3.86706209
9206,9206,0,0,1,0.89,4,31.75,0,0,4,0.042,6904.55212167,21.86420213
9207,9207,0,0,2,0.89,4,31.75,0,0,4,0.042,6904.55212167,12.29948309
9208,9208,0,0,5,0.89,4,31.75,0,0,4,0.042,6904.55212167,6.560095258
9209,9209,0,0,10,0.89,4,31.75,0,0,4,0.042,6904.55212167,4.646038626
9210,9210,0,0,25,0.89,4,31.75,0,0,4,0.042,6904.55212167,3.499830294
9211,9211,0,0,50,0.89,4,31.75,0,0,4,0.042,6904.55212167,3.182675562
9212,9212,0,0,100,0.89,4,31.75,0,0,4,0.042,6904.55212167,3.043572609
9213,9213,0,0,250,0.89,4,31.75,0,0,4,0.042,6904.55212167,2.957328778
9214,9214,1,0,1,2.41,1,63.5,0,0,4,0.324,6587.19722827,24.77980003
9215,9215,1,0,2,2.41,1,63.5,0,0,4,0.324,6587.19722827,14.5891177
9216,9216,1,0,5,2.41,1,63.5,0,0,4,0.324,6587.19722827,8.474151889
9217,9217,1,0,10,2.41,1,63.5,0,0,4,0.324,6587.19722827,6.437684659
9218,9218,1,0,25,2.41,1,63.5,0,0,4,0.324,6587.19722827,5.213578674
9219,9219,1,0,50,2.41,1,63.5,0,0,4,0.324,6587.19722827,4.874167469
9220,9220,1,0,100,2.41,1,63.5,0,0,4,0.324,6587.19722827,4.721154221
9221,9221,1,0,250,2.41,1,63.5,0,0,4,0.324,6587.19722827,4.626564213
9222,9222,1,0,1,2.41,1,63.5,0,0,4,0.324,9120.73462375,22.32324188
9223,9223,1,0,2,2.41,1,63.5,0,0,4,0.324,9120.73462375,12.75852284
9224,9224,1,0,5,2.41,1,63.5,0,0,4,0.324,9120.73462375,7.019135002
9225,9225,1,0,10,2.41,1,63.5,0,0,4,0.324,9120.73462375,5.10786043
9226,9226,1,0,25,2.41,1,63.5,0,0,4,0.324,9120.73462375,3.958870039
9227,9227,1,0,50,2.41,1,63.5,0,0,4,0.324,9120.73462375,3.644497365
9228,9228,1,0,100,2.41,1,63.5,0,0,4,0.324,9120.73462375,3.502612353
9229,9229,1,0,250,2.41,1,63.5,0,0,4,0.324,9120.73462375,3.416368523
9230,9230,1,0,1,2.11,1,38.1,0,0,3,0.387,13111.0560216,28.57731064
9231,9231,1,0,2,2.11,1,38.1,0,0,3,0.387,13111.0560216,16.71739288
9232,9232,1,0,5,2.11,1,38.1,0,0,3,0.387,13111.0560216,9.603667867
9233,9233,1,0,10,2.11,1,38.1,0,0,3,0.387,13111.0560216,7.230571491
9234,9234,1,0,25,2.11,1,38.1,0,0,3,0.387,13111.0560216,5.806157253
9235,9235,1,0,50,2.11,1,38.1,0,0,3,0.387,13111.0560216,5.399976631
9236,9236,1,0,100,2.11,1,38.1,0,0,3,0.387,13111.0560216,5.213578674
9237,9237,1,0,250,2.11,1,38.1,0,0,3,0.387,13111.0560216,5.099514252
9238,9238,1,0,1,2.11,1,38.1,0,0,3,0.387,10830.8723657,28.52723358
9239,9239,1,0,2,2.11,1,38.1,0,0,3,0.387,10830.8723657,16.66731581
9240,9240,1,0,5,2.11,1,38.1,0,0,3,0.387,10830.8723657,9.550808745
9241,9241,1,0,10,2.11,1,38.1,0,0,3,0.387,10830.8723657,7.177712368
9242,9242,1,0,25,2.11,1,38.1,0,0,3,0.387,10830.8723657,5.75608019
9243,9243,1,0,50,2.11,1,38.1,0,0,3,0.387,10830.8723657,5.347117509
9244,9244,1,0,100,2.11,1,38.1,0,0,3,0.387,10830.8723657,5.160719552
9245,9245,1,0,250,2.11,1,38.1,0,0,3,0.387,10830.8723657,5.049437189
9246,9246,0,0,1,1.24,2,38.1,0,0,4,0.096,7473.93531669,21.64441947
9247,9247,0,0,2,1.24,2,38.1,0,0,4,0.096,7473.93531669,12.07970043
9248,9248,0,0,5,1.24,2,38.1,0,0,4,0.096,7473.93531669,6.343094651
9249,9249,0,0,10,1.24,2,38.1,0,0,4,0.096,7473.93531669,4.42903802
9250,9250,0,0,25,1.24,2,38.1,0,0,4,0.096,7473.93531669,3.280047629
9251,9251,0,0,50,1.24,2,38.1,0,0,4,0.096,7473.93531669,2.965674955
9252,9252,0,0,100,1.24,2,38.1,0,0,4,0.096,7473.93531669,2.823789943
9253,9253,0,0,250,1.24,2,38.1,0,0,4,0.096,7473.93531669,2.740328172
9254,9254,0,0,1,0.89,2,38.1,0,0,4,0.096,9120.73462375,21.72231712
9255,9255,0,0,2,0.89,2,38.1,0,0,4,0.096,9120.73462375,12.15759808
9256,9256,0,0,5,0.89,2,38.1,0,0,4,0.096,9120.73462375,6.418210246
9257,9257,0,0,10,0.89,2,38.1,0,0,4,0.096,9120.73462375,4.504153614
9258,9258,0,0,25,0.89,2,38.1,0,0,4,0.096,9120.73462375,3.357945282
9259,9259,0,0,50,0.89,2,38.1,0,0,4,0.096,9120.73462375,3.04079055
9260,9260,0,0,100,0.89,2,38.1,0,0,4,0.096,9120.73462375,2.898905538
9261,9261,0,0,250,0.89,2,38.1,0,0,4,0.096,9120.73462375,2.815443766
9262,9262,0,0,1,0.71,2,19.05,0,0,4,0.042,1741.8069594,21.622163
9263,9263,0,0,2,0.71,2,19.05,0,0,4,0.042,1741.8069594,12.05744396
9264,9264,0,0,5,0.71,2,19.05,0,0,4,0.042,1741.8069594,6.31805612
9265,9265,0,0,10,0.71,2,19.05,0,0,4,0.042,1741.8069594,4.403999488
9266,9266,0,0,25,0.71,2,19.05,0,0,4,0.042,1741.8069594,3.257791156
9267,9267,0,0,50,0.71,2,19.05,0,0,4,0.042,1741.8069594,2.940636424
9268,9268,0,0,100,0.71,2,19.05,0,0,4,0.042,1741.8069594,2.798751412
9269,9269,0,0,250,0.71,2,19.05,0,0,4,0.042,1741.8069594,2.71528964
9270,9270,0,0,1,2.11,2,50.8,0,0,4,0.122,19951.6069895,22.09233098
9271,9271,0,0,2,2.11,2,50.8,0,0,4,0.122,19951.6069895,12.52761194
9272,9272,0,0,5,2.11,2,50.8,0,0,4,0.122,19951.6069895,6.7882241
9273,9273,0,0,10,2.11,2,50.8,0,0,4,0.122,19951.6069895,4.876949528
9274,9274,0,0,25,2.11,2,50.8,0,0,4,0.122,19951.6069895,3.727959137
9275,9275,0,0,50,2.11,2,50.8,0,0,4,0.122,19951.6069895,3.413586464
9276,9276,0,0,100,2.11,2,50.8,0,0,4,0.122,19951.6069895,3.271701452
9277,9277,0,0,250,2.11,2,50.8,0,0,4,0.122,19951.6069895,3.18823968
9278,9278,0,0,1,0.89,2,31.75,0,0,4,0.042,2918.41893803,21.45802151
9279,9279,0,0,2,0.89,2,31.75,0,0,4,0.042,2918.41893803,11.89330247
9280,9280,0,0,5,0.89,2,31.75,0,0,4,0.042,2918.41893803,6.153914635
9281,9281,0,0,10,0.89,2,31.75,0,0,4,0.042,2918.41893803,4.242640063
9282,9282,0,0,25,0.89,2,31.75,0,0,4,0.042,2918.41893803,3.093649672
9283,9283,0,0,50,0.89,2,31.75,0,0,4,0.042,2918.41893803,2.776494939
9284,9284,0,0,100,0.89,2,31.75,0,0,4,0.042,2918.41893803,2.637391987
9285,9285,0,0,250,0.89,2,31.75,0,0,4,0.042,2918.41893803,2.551148156
9286,9286,50,1,1,1.65,8,38.1,0,0,3,0.277,29114.4246605,8.582652193
9287,9287,102,0,1,0.71,4,31.75,0,0,4,0.042,3345.50463627,30.51084168
9288,9288,102,0,6,0.71,4,31.75,0,0,4,0.042,3345.50463627,6.799352337
9289,9289,102,0,20,0.71,4,31.75,0,0,4,0.042,3345.50463627,2.425955498
9290,9290,1,1,1,0.71,4,31.75,0,0,4,0.042,4626.76173102,2.595661101
9291,9291,0,0,1,1.24,5,38.1,0,0,3,0.098,23941.9283874,28.77761889
9292,9292,0,0,2,1.24,5,38.1,0,0,3,0.098,23941.9283874,16.91770113
9293,9293,0,0,5,1.24,5,38.1,0,0,3,0.098,23941.9283874,9.80119406
9294,9294,0,0,10,1.24,5,38.1,0,0,3,0.098,23941.9283874,7.428097684
9295,9295,0,0,25,1.24,5,38.1,0,0,3,0.098,23941.9283874,6.006465505
9296,9296,0,0,50,1.24,5,38.1,0,0,3,0.098,23941.9283874,5.597502824
9297,9297,0,0,100,1.24,5,38.1,0,0,3,0.098,23941.9283874,5.411104867
9298,9298,0,0,250,1.24,5,38.1,0,0,3,0.098,23941.9283874,5.299822505
9299,9299,0,0,1,0.71,5,31.75,0,0,4,0.042,4413.21888189,27.88179587
9300,9300,0,0,2,0.71,5,31.75,0,0,4,0.042,4413.21888189,16.02187811
9301,9301,0,0,5,0.71,5,31.75,0,0,4,0.042,4413.21888189,8.905371043
9302,9302,0,0,10,0.71,5,31.75,0,0,4,0.042,4413.21888189,6.535056726
9303,9303,0,0,25,0.71,5,31.75,0,0,4,0.042,4413.21888189,5.110642489
9304,9304,0,0,50,0.71,5,31.75,0,0,4,0.042,4413.21888189,4.704461866
9305,9305,0,0,100,0.71,5,31.75,0,0,4,0.042,4413.21888189,4.51528185
9306,9306,0,0,250,0.71,5,31.75,0,0,4,0.042,4413.21888189,4.403999488
9307,9307,1,0,1,0.89,4,38.1,0,0,2,0.062,9247.41149353,230.2487717
9308,9308,1,0,3,0.89,4,38.1,0,0,2,0.062,9247.41149353,137.6980131
9309,9309,1,0,5,0.89,4,38.1,0,0,2,0.062,9247.41149353,80.3375194
9310,9310,1,0,7,0.89,4,38.1,0,0,2,0.062,9247.41149353,71.09273716
9311,9311,0,0,1,2.41,2,63.5,0,0,3,0.387,29389.0337877,28.7025033
9312,9312,0,0,2,2.41,2,63.5,0,0,3,0.387,29389.0337877,16.84258553
9313,9313,0,0,5,2.41,2,63.5,0,0,3,0.387,29389.0337877,9.726078465
9314,9314,0,0,10,2.41,2,63.5,0,0,3,0.387,29389.0337877,7.352982089
9315,9315,0,0,25,2.41,2,63.5,0,0,3,0.387,29389.0337877,5.931349911
9316,9316,0,0,50,2.41,2,63.5,0,0,3,0.387,29389.0337877,5.522387229
9317,9317,0,0,100,2.41,2,63.5,0,0,3,0.387,29389.0337877,5.335989272
9318,9318,0,0,250,2.41,2,63.5,0,0,3,0.387,29389.0337877,5.22470691
9319,9319,0,0,1,0.89,2,31.75,0,0,4,0.042,2420.15229007,21.4246368
9320,9320,0,0,2,0.89,2,31.75,0,0,4,0.042,2420.15229007,11.85991776
9321,9321,0,0,5,0.89,2,31.75,0,0,4,0.042,2420.15229007,6.120529927
9322,9322,0,0,10,0.89,2,31.75,0,0,4,0.042,2420.15229007,4.206473295
9323,9323,0,0,25,0.89,2,31.75,0,0,4,0.042,2420.15229007,3.060264963
9324,9324,0,0,50,0.89,2,31.75,0,0,4,0.042,2420.15229007,2.743110231
9325,9325,0,0,100,0.89,2,31.75,0,0,4,0.042,2420.15229007,2.601225219
9326,9326,0,0,250,0.89,2,31.75,0,0,4,0.042,2420.15229007,2.517763447
9327,9327,0,0,1,0.89,2,31.75,0,0,4,0.042,1993.06659182,21.39403415
9328,9328,0,0,2,0.89,2,31.75,0,0,4,0.042,1993.06659182,11.82931511
9329,9329,0,0,5,0.89,2,31.75,0,0,4,0.042,1993.06659182,6.089927277
9330,9330,0,0,10,0.89,2,31.75,0,0,4,0.042,1993.06659182,4.178652704
9331,9331,0,0,25,0.89,2,31.75,0,0,4,0.042,1993.06659182,3.029662314
9332,9332,0,0,50,0.89,2,31.75,0,0,4,0.042,1993.06659182,2.71528964
9333,9333,0,0,100,0.89,2,31.75,0,0,4,0.042,1993.06659182,2.573404628
9334,9334,0,0,250,0.89,2,31.75,0,0,4,0.042,1993.06659182,2.487160797
9335,9335,0,0,1,1.65,5,50.8,0,0,3,0.166,54267.7031087,29.77359603
9336,9336,0,0,2,1.65,5,50.8,0,0,3,0.166,54267.7031087,17.91367827
9337,9337,0,0,5,1.65,5,50.8,0,0,3,0.166,54267.7031087,10.7971712
9338,9338,0,0,10,1.65,5,50.8,0,0,3,0.166,54267.7031087,8.426856885
9339,9339,0,0,25,1.65,5,50.8,0,0,3,0.166,54267.7031087,7.002442648
9340,9340,0,0,50,1.65,5,50.8,0,0,3,0.166,54267.7031087,6.596262025
9341,9341,0,0,100,1.65,5,50.8,0,0,3,0.166,54267.7031087,6.40708201
9342,9342,0,0,250,1.65,5,50.8,0,0,3,0.166,54267.7031087,6.295799647
9343,9343,0,0,1,1.65,3,50.8,0,0,4,0.124,56842.4481467,23.58073257
9344,9344,0,0,2,1.65,3,50.8,0,0,4,0.124,56842.4481467,14.01601353
9345,9345,0,0,5,1.65,3,50.8,0,0,4,0.124,56842.4481467,8.276625696
9346,9346,0,0,10,1.65,3,50.8,0,0,4,0.124,56842.4481467,6.365351124
9347,9347,0,0,25,1.65,3,50.8,0,0,4,0.124,56842.4481467,5.216360733
9348,9348,0,0,50,1.65,3,50.8,0,0,4,0.124,56842.4481467,4.901988059
9349,9349,0,0,100,1.65,3,50.8,0,0,4,0.124,56842.4481467,4.760103047
9350,9350,0,0,250,1.65,3,50.8,0,0,4,0.124,56842.4481467,4.673859217
9351,9351,4,0,2,1.65,3,50.8,0,0,4,0.124,56842.4481467,65.35334932
9352,9352,4,0,4,1.65,3,50.8,0,0,4,0.124,56842.4481467,36.44497365
9353,9353,4,0,6,1.65,3,50.8,0,0,4,0.124,56842.4481467,26.81070314
9354,9354,4,0,8,1.65,3,50.8,0,0,4,0.124,56842.4481467,21.99217685
9355,9355,0,0,2,2.41,2,63.5,0,0,4,0.324,17734.7617684,24.05646467
9356,9356,0,0,4,2.41,2,63.5,0,0,4,0.324,17734.7617684,13.91307735
9357,9357,0,0,6,2.41,2,63.5,0,0,4,0.324,17734.7617684,10.53287559
9358,9358,0,0,8,2.41,2,63.5,0,0,4,0.324,17734.7617684,8.841383685
9359,9359,0,0,10,2.41,2,63.5,0,0,4,0.324,17734.7617684,7.825932129
9360,9360,0,0,5,1.24,2,31.75,0,0,4,0.042,2135.42849124,9.369974906
9361,9361,0,0,8,1.24,2,31.75,0,0,4,0.042,2135.42849124,7.074776183
9362,9362,0,0,10,1.24,2,31.75,0,0,4,0.042,2135.42849124,6.309709943
9363,9363,0,0,20,1.24,2,31.75,0,0,4,0.042,2135.42849124,4.779577461
9364,9364,0,0,1,3.05,5,50.8,0,0,3,0.152,37338.007366,29.93495546
9365,9365,0,0,2,3.05,5,50.8,0,0,3,0.152,37338.007366,18.0750377
9366,9366,0,0,5,3.05,5,50.8,0,0,3,0.152,37338.007366,10.95853063
9367,9367,0,0,10,3.05,5,50.8,0,0,3,0.152,37338.007366,8.588216311
9368,9368,0,0,25,3.05,5,50.8,0,0,3,0.152,37338.007366,7.163802073
9369,9369,0,0,50,3.05,5,50.8,0,0,3,0.152,37338.007366,6.757621451
9370,9370,0,0,100,3.05,5,50.8,0,0,3,0.152,37338.007366,6.568441435
9371,9371,0,0,250,3.05,5,50.8,0,0,3,0.152,37338.007366,6.457159073
9372,9372,0,0,1,1.24,2,19.05,0,0,4,0.096,3546.95235368,21.46358563
9373,9373,0,0,2,1.24,2,19.05,0,0,4,0.096,3546.95235368,11.89886659
9374,9374,0,0,5,1.24,2,19.05,0,0,4,0.096,3546.95235368,6.162260812
9375,9375,0,0,10,1.24,2,19.05,0,0,4,0.096,3546.95235368,4.248204181
9376,9376,0,0,25,1.24,2,19.05,0,0,4,0.096,3546.95235368,3.09921379
9377,9377,0,0,50,1.24,2,19.05,0,0,4,0.096,3546.95235368,2.784841117
9378,9378,0,0,100,1.24,2,19.05,0,0,4,0.096,3546.95235368,2.642956105
9379,9379,0,0,250,1.24,2,19.05,0,0,4,0.096,3546.95235368,2.559494333
9380,9380,0,0,1,0.71,2,19.05,0,0,4,0.042,760.061218646,21.41072651
9381,9381,0,0,2,0.71,2,19.05,0,0,4,0.042,760.061218646,11.84600747
9382,9382,0,0,5,0.71,2,19.05,0,0,4,0.042,760.061218646,6.106619631
9383,9383,0,0,10,0.71,2,19.05,0,0,4,0.042,760.061218646,4.192563
9384,9384,0,0,25,0.71,2,19.05,0,0,4,0.042,760.061218646,3.046354668
9385,9385,0,0,50,0.71,2,19.05,0,0,4,0.042,760.061218646,2.729199935
9386,9386,0,0,100,0.71,2,19.05,0,0,4,0.042,760.061218646,2.587314924
9387,9387,0,0,250,0.71,2,19.05,0,0,4,0.042,760.061218646,2.503853152
9388,9388,0,0,1,2.11,6,50.8,0,0,3,0.21,24511.9743013,28.59400299
9389,9389,0,0,2,2.11,6,50.8,0,0,3,0.21,24511.9743013,16.73408523
9390,9390,0,0,5,2.11,6,50.8,0,0,3,0.21,24511.9743013,9.617578162
9391,9391,0,0,10,2.11,6,50.8,0,0,3,0.21,24511.9743013,7.244481786
9392,9392,0,0,25,2.11,6,50.8,0,0,3,0.21,24511.9743013,5.822849607
9393,9393,0,0,50,2.11,6,50.8,0,0,3,0.21,24511.9743013,5.413886926
9394,9394,0,0,100,2.11,6,50.8,0,0,3,0.21,24511.9743013,5.227488969
9395,9395,0,0,250,2.11,6,50.8,0,0,3,0.21,24511.9743013,5.116206607
9396,9396,0,0,1,2.11,1,50.8,0,0,3,0.21,7410.5968818,27.87066764
9397,9397,0,0,2,2.11,1,50.8,0,0,3,0.21,7410.5968818,16.01074988
9398,9398,0,0,5,2.11,1,50.8,0,0,3,0.21,7410.5968818,8.894242807
9399,9399,0,0,10,2.11,1,50.8,0,0,3,0.21,7410.5968818,6.521146431
9400,9400,0,0,25,2.11,1,50.8,0,0,3,0.21,7410.5968818,5.099514252
9401,9401,0,0,50,2.11,1,50.8,0,0,3,0.21,7410.5968818,4.690551571
9402,9402,0,0,100,2.11,1,50.8,0,0,3,0.21,7410.5968818,4.504153614
9403,9403,0,0,250,2.11,1,50.8,0,0,3,0.21,7410.5968818,4.392871252
9404,9404,0,0,1,2.11,1,50.8,0,0,3,0.21,9120.73462375,27.90961647
9405,9405,0,0,2,2.11,1,50.8,0,0,3,0.21,9120.73462375,16.0496987
9406,9406,0,0,5,2.11,1,50.8,0,0,3,0.21,9120.73462375,8.933191634
9407,9407,0,0,10,2.11,1,50.8,0,0,3,0.21,9120.73462375,6.560095258
9408,9408,0,0,25,2.11,1,50.8,0,0,3,0.21,9120.73462375,5.138463079
9409,9409,0,0,50,2.11,1,50.8,0,0,3,0.21,9120.73462375,4.729500398
9410,9410,0,0,100,2.11,1,50.8,0,0,3,0.21,9120.73462375,4.543102441
9411,9411,0,0,250,2.11,1,50.8,0,0,3,0.21,9120.73462375,4.431820079
9412,9412,6,0,10,0.89,3,38.1,0,0,4,0.096,11400.9182797,7.444790038
9413,9413,6,0,15,0.89,3,38.1,0,0,4,0.096,11400.9182797,6.518364372
9414,9414,6,0,20,0.89,3,38.1,0,0,4,0.096,11400.9182797,6.053760509
9415,9415,6,0,25,0.89,3,38.1,0,0,4,0.096,11400.9182797,5.775554603
9416,9416,6,0,30,0.89,3,38.1,0,0,4,0.096,11400.9182797,5.589156647
9417,9417,1,0,1,1.65,6,19.05,0,0,4,0.096,10767.5339308,27.55351291
9418,9418,1,0,6,1.65,6,19.05,0,0,4,0.096,10767.5339308,6.537838785
9419,9419,1,0,20,1.65,6,19.05,0,0,4,0.096,10767.5339308,2.6568664
9420,9420,145,1,1,1.65,2,31.75,0,0,3,0.628,5743.66200786,9.570283158
9421,9421,0,0,1,1.65,7,31.75,0,0,2,0.1,37630.889017,25.52817391
9422,9422,0,0,2,1.65,7,31.75,0,0,2,0.1,37630.889017,15.33749158
9423,9423,0,0,5,1.65,7,31.75,0,0,2,0.1,37630.889017,9.222525776
9424,9424,0,0,10,1.65,7,31.75,0,0,2,0.1,37630.889017,7.186058546
9425,9425,0,0,25,1.65,7,31.75,0,0,2,0.1,37630.889017,5.96195256
9426,9426,0,0,50,1.65,7,31.75,0,0,2,0.1,37630.889017,5.622541355
9427,9427,0,0,100,1.65,7,31.75,0,0,2,0.1,37630.889017,5.466746048
9428,9428,0,0,250,1.65,7,31.75,0,0,2,0.1,37630.889017,5.374938099
9429,9429,0,0,1,1.24,5,38.1,0,0,4,0.124,19607.673751,22.30654952
9430,9430,0,0,2,1.24,5,38.1,0,0,4,0.124,19607.673751,12.74183048
9431,9431,0,0,5,1.24,5,38.1,0,0,4,0.124,19607.673751,7.002442648
9432,9432,0,0,10,1.24,5,38.1,0,0,4,0.124,19607.673751,5.088386016
9433,9433,0,0,25,1.24,5,38.1,0,0,4,0.124,19607.673751,3.942177685
9434,9434,0,0,50,1.24,5,38.1,0,0,4,0.124,19607.673751,3.625022952
9435,9435,0,0,100,1.24,5,38.1,0,0,4,0.124,19607.673751,3.485919999
9436,9436,0,0,250,1.24,5,38.1,0,0,4,0.124,19607.673751,3.399676168
9437,9437,0,0,4,1.24,6,31.75,0,0,4,0.042,11816.0376515,9.637052575
9438,9438,0,0,8,1.24,6,31.75,0,0,4,0.042,11816.0376515,6.28745347
9439,9439,0,0,12,1.24,6,31.75,0,0,4,0.042,11816.0376515,5.027180717
9440,9440,0,0,25,1.24,6,31.75,0,0,4,0.042,11816.0376515,3.906010917
9441,9441,0,0,1,3.05,2,50.8,0,0,4,0.324,23815.2515176,22.74055074
9442,9442,0,0,2,3.05,2,50.8,0,0,4,0.324,23815.2515176,13.1758317
9443,9443,0,0,5,3.05,2,50.8,0,0,4,0.324,23815.2515176,7.436443861
9444,9444,0,0,10,3.05,2,50.8,0,0,4,0.324,23815.2515176,5.522387229
9445,9445,0,0,25,3.05,2,50.8,0,0,4,0.324,23815.2515176,4.376178898
9446,9446,0,0,50,3.05,2,50.8,0,0,4,0.324,23815.2515176,4.059024165
9447,9447,0,0,100,3.05,2,50.8,0,0,4,0.324,23815.2515176,3.917139153
9448,9448,0,0,250,3.05,2,50.8,0,0,4,0.324,23815.2515176,3.833677381
9449,9449,0,0,1,3.05,4,38.1,0,0,3,0.136,13396.0789786,28.42151533
9450,9450,0,0,2,3.05,4,38.1,0,0,3,0.136,13396.0789786,16.56159757
9451,9451,0,0,5,3.05,4,38.1,0,0,3,0.136,13396.0789786,9.4450905
9452,9452,0,0,10,3.05,4,38.1,0,0,3,0.136,13396.0789786,7.074776183
9453,9453,0,0,25,3.05,4,38.1,0,0,3,0.136,13396.0789786,5.650361946
9454,9454,0,0,50,3.05,4,38.1,0,0,3,0.136,13396.0789786,5.244181323
9455,9455,0,0,100,3.05,4,38.1,0,0,3,0.136,13396.0789786,5.055001308
9456,9456,0,0,250,3.05,4,38.1,0,0,3,0.136,13396.0789786,4.943718945
9457,9457,0,0,1,3.05,0,0.0,0,0,4,0.122,19381.5610755,22.33437011
9458,9458,0,0,2,3.05,0,0.0,0,0,4,0.122,19381.5610755,12.76965107
9459,9459,0,0,5,3.05,0,0.0,0,0,4,0.122,19381.5610755,7.030263238
9460,9460,0,0,10,3.05,0,0.0,0,0,4,0.122,19381.5610755,5.116206607
9461,9461,0,0,25,3.05,0,0.0,0,0,4,0.122,19381.5610755,3.969998275
9462,9462,0,0,50,3.05,0,0.0,0,0,4,0.122,19381.5610755,3.652843543
9463,9463,0,0,100,3.05,0,0.0,0,0,4,0.122,19381.5610755,3.510958531
9464,9464,0,0,250,3.05,0,0.0,0,0,4,0.122,19381.5610755,3.427496759
9465,9465,120,0,1,1.65,0,0.0,0,0,4,0.122,2850.22956992,21.3161365
9466,9466,120,0,6,1.65,0,0.0,0,0,4,0.122,2850.22956992,5.149591316
9467,9467,120,20,20,1.65,0,0.0,0,0,4,0.122,2850.22956992,2.167224006
9468,9468,7,1,1,0.89,1,38.1,0,0,4,0.096,7980.64279579,11.15883888
9469,9469,0,0,1,1.24,6,50.8,0,0,4,0.122,40473.2598929,22.52076807
9470,9470,0,0,2,1.24,6,50.8,0,0,4,0.122,40473.2598929,12.95604903
9471,9471,0,0,5,1.24,6,50.8,0,0,4,0.122,40473.2598929,7.216661195
9472,9472,0,0,10,1.24,6,50.8,0,0,4,0.122,40473.2598929,5.305386623
9473,9473,0,0,25,1.24,6,50.8,0,0,4,0.122,40473.2598929,4.156396232
9474,9474,0,0,50,1.24,6,50.8,0,0,4,0.122,40473.2598929,3.842023558
9475,9475,0,0,100,1.24,6,50.8,0,0,4,0.122,40473.2598929,3.700138547
9476,9476,0,0,250,1.24,6,50.8,0,0,4,0.122,40473.2598929,3.613894716
9477,9477,0,0,1,0.89,5,31.75,0,0,4,0.042,71.180949708,21.46358563
9478,9478,0,0,2,0.89,5,31.75,0,0,4,0.042,71.180949708,11.89886659
9479,9479,0,0,5,0.89,5,31.75,0,0,4,0.042,71.180949708,6.159478753
9480,9480,0,0,10,0.89,5,31.75,0,0,4,0.042,71.180949708,4.248204181
9481,9481,0,0,25,0.89,5,31.75,0,0,4,0.042,71.180949708,3.09921379
9482,9482,0,0,50,0.89,5,31.75,0,0,4,0.042,71.180949708,2.782059058
9483,9483,0,0,100,0.89,5,31.75,0,0,4,0.042,71.180949708,2.642956105
9484,9484,0,0,250,0.89,5,31.75,0,0,4,0.042,71.180949708,2.556712274
9485,9485,0,0,1,1.65,2,38.1,0,0,4,0.096,6080.48974917,27.7371288
9486,9486,0,0,2,1.65,2,38.1,0,0,4,0.096,6080.48974917,15.87721104
9487,9487,0,0,5,1.65,2,38.1,0,0,4,0.096,6080.48974917,8.763486031
9488,9488,0,0,10,1.65,2,38.1,0,0,4,0.096,6080.48974917,6.390389655
9489,9489,0,0,25,1.65,2,38.1,0,0,4,0.096,6080.48974917,4.968757477
9490,9490,0,0,50,1.65,2,38.1,0,0,4,0.096,6080.48974917,4.559794795
9491,9491,0,0,100,1.65,2,38.1,0,0,4,0.096,6080.48974917,4.373396838
9492,9492,0,0,250,1.65,2,38.1,0,0,4,0.096,6080.48974917,4.259332417
9493,9493,0,0,1,1.65,2,38.1,0,0,4,0.096,6080.48974917,21.61659888
9494,9494,0,0,2,1.65,2,38.1,0,0,4,0.096,6080.48974917,12.05187984
9495,9495,0,0,5,1.65,2,38.1,0,0,4,0.096,6080.48974917,6.315274061
9496,9496,0,0,10,1.65,2,38.1,0,0,4,0.096,6080.48974917,4.401217429
9497,9497,0,0,25,1.65,2,38.1,0,0,4,0.096,6080.48974917,3.255009097
9498,9498,0,0,50,1.65,2,38.1,0,0,4,0.096,6080.48974917,2.937854365
9499,9499,0,0,100,1.65,2,38.1,0,0,4,0.096,6080.48974917,2.795969353
9500,9500,0,0,250,1.65,2,38.1,0,0,4,0.096,6080.48974917,2.712507581
9501,9501,0,0,1,1.65,2,38.1,0,0,4,0.096,3546.95235368,27.60637203
9502,9502,0,0,2,1.65,2,38.1,0,0,4,0.096,3546.95235368,15.74645427
9503,9503,0,0,5,1.65,2,38.1,0,0,4,0.096,3546.95235368,8.629947197
9504,9504,0,0,10,1.65,2,38.1,0,0,4,0.096,3546.95235368,6.259632879
9505,9505,0,0,25,1.65,2,38.1,0,0,4,0.096,3546.95235368,4.835218642
9506,9506,0,0,50,1.65,2,38.1,0,0,4,0.096,3546.95235368,4.42903802
