,tube_assembly_id,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8,no_of_components,total_component_weight
4927,TA-04928,,0,,0,,0,,0,,0,,0,,0,,0,0,0
4928,TA-04929,,0,,0,,0,,0,,0,,0,,0,,0,0,0
4929,TA-04930,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
4930,TA-04931,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
4931,TA-04932,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
4932,TA-04933,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
4933,TA-04934,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4934,TA-04935,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4935,TA-04936,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4936,TA-04937,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4937,TA-04938,,0,,0,,0,,0,,0,,0,,0,,0,0,0
4938,TA-04939,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
4939,TA-04940,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
4940,TA-04941,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
4941,TA-04942,C-0448,2,C-0449,2,,0,,0,,0,,0,,0,,0,4,0.076
4942,TA-04943,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
4943,TA-04944,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
4944,TA-04945,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
4945,TA-04946,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4946,TA-04947,C-1587,1,C-2019,1,C-0284,1,,0,,0,,0,,0,,0,3,3.843
4947,TA-04948,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
4948,TA-04949,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4949,TA-04950,,0,,0,,0,,0,,0,,0,,0,,0,0,0
4950,TA-04951,C-1860,1,,0,,0,,0,,0,,0,,0,,0,1,0.18
4951,TA-04952,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4952,TA-04953,,0,,0,,0,,0,,0,,0,,0,,0,0,0
4953,TA-04954,C-1781,2,,0,,0,,0,,0,,0,,0,,0,2,0.34
4954,TA-04955,C-1779,1,C-1781,1,,0,,0,,0,,0,,0,,0,2,0.55
4955,TA-04956,C-1781,2,,0,,0,,0,,0,,0,,0,,0,2,0.34
4956,TA-04957,C-1779,1,C-1781,1,,0,,0,,0,,0,,0,,0,2,0.55
4957,TA-04958,C-1768,2,,0,,0,,0,,0,,0,,0,,0,2,1.566
4958,TA-04959,C-1779,1,C-1781,1,,0,,0,,0,,0,,0,,0,2,0.55
4959,TA-04960,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
4960,TA-04961,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
4961,TA-04962,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4962,TA-04963,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4963,TA-04964,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
4964,TA-04965,C-1213,1,C-1215,1,C-1469,1,,0,,0,,0,,0,,0,3,0.053
4965,TA-04966,C-1214,1,C-1216,1,C-1475,1,,0,,0,,0,,0,,0,3,0.037
4966,TA-04967,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4967,TA-04968,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4968,TA-04969,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4969,TA-04970,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
4970,TA-04971,C-0486,1,,0,,0,,0,,0,,0,,0,,0,1,0.114
4971,TA-04972,C-1432,1,C-1947,1,,0,,0,,0,,0,,0,,0,2,2.877
4972,TA-04973,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
4973,TA-04974,C-1355,1,,0,,0,,0,,0,,0,,0,,0,1,0.033
4974,TA-04975,,0,,0,,0,,0,,0,,0,,0,,0,0,0
4975,TA-04976,C-1863,1,C-0035,1,,0,,0,,0,,0,,0,,0,2,0.522
4976,TA-04977,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
4977,TA-04978,C-1622,1,C-1629,1,C-0528,1,,0,,0,,0,,0,,0,3,0.078
4978,TA-04979,C-1432,1,C-1947,1,,0,,0,,0,,0,,0,,0,2,2.877
4979,TA-04980,C-0096,2,C-0097,2,,0,,0,,0,,0,,0,,0,4,0.066
4980,TA-04981,C-0096,2,C-0097,2,,0,,0,,0,,0,,0,,0,4,0.066
4981,TA-04982,C-0101,2,C-0102,2,,0,,0,,0,,0,,0,,0,4,0.074
4982,TA-04983,C-0101,2,C-0102,2,,0,,0,,0,,0,,0,,0,4,0.074
4983,TA-04984,C-0101,2,C-0102,2,,0,,0,,0,,0,,0,,0,4,0.074
4984,TA-04985,C-0096,2,C-0097,2,,0,,0,,0,,0,,0,,0,4,0.066
4985,TA-04986,C-0096,2,C-0097,2,,0,,0,,0,,0,,0,,0,4,0.066
4986,TA-04987,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
4987,TA-04988,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
4988,TA-04989,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
4989,TA-04990,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
4990,TA-04991,C-1255,2,,0,,0,,0,,0,,0,,0,,0,2,1.38
4991,TA-04992,C-1255,1,C-1461,1,C-1990,1,,0,,0,,0,,0,,0,3,1.741
4992,TA-04993,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4993,TA-04994,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4994,TA-04995,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4995,TA-04996,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4996,TA-04997,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4997,TA-04998,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
4998,TA-04999,C-1312,1,,0,,0,,0,,0,,0,,0,,0,1,0.009
4999,TA-05000,C-1623,1,C-1630,1,C-0063,1,,0,,0,,0,,0,,0,3,0.289
5000,TA-05001,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
5001,TA-05002,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
5002,TA-05003,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5003,TA-05004,C-0199,1,,0,,0,,0,,0,,0,,0,,0,1,0.1
5004,TA-05005,C-0199,2,,0,,0,,0,,0,,0,,0,,0,2,0.2
5005,TA-05006,C-2019,2,,0,,0,,0,,0,,0,,0,,0,2,2.88
5006,TA-05007,C-1623,1,C-1630,1,C-0121,1,,0,,0,,0,,0,,0,3,0.289
5007,TA-05008,C-1622,1,C-1629,1,C-1739,1,,0,,0,,0,,0,,0,3,0.155
5008,TA-05009,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
5009,TA-05010,C-1577,2,C-0003,2,,0,,0,,0,,0,,0,,0,4,0.21
5010,TA-05011,C-1622,1,C-1629,1,C-1885,1,,0,,0,,0,,0,,0,3,0.093
5011,TA-05012,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5012,TA-05013,C-0518,1,,0,,0,,0,,0,,0,,0,,0,1,0.04
5013,TA-05014,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5014,TA-05015,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5015,TA-05016,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
5016,TA-05017,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
5017,TA-05018,C-1778,1,C-1781,1,,0,,0,,0,,0,,0,,0,2,0.54
5018,TA-05019,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
5019,TA-05020,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
5020,TA-05021,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
5021,TA-05022,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
5022,TA-05023,C-1533,1,,0,,0,,0,,0,,0,,0,,0,1,0.014
5023,TA-05024,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5024,TA-05025,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5025,TA-05026,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5026,TA-05027,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5027,TA-05028,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5028,TA-05029,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5029,TA-05030,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5030,TA-05031,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5031,TA-05032,C-1622,1,C-1624,1,C-1629,1,C-1655,1,,0,,0,,0,,0,4,0.108
5032,TA-05033,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
5033,TA-05034,C-0170,1,,0,,0,,0,,0,,0,,0,,0,1,0.09
5034,TA-05035,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5035,TA-05036,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5036,TA-05037,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5037,TA-05038,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5038,TA-05039,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5039,TA-05040,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5040,TA-05041,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5041,TA-05042,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5042,TA-05043,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5043,TA-05044,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5044,TA-05045,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5045,TA-05046,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5046,TA-05047,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5047,TA-05048,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5048,TA-05049,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5049,TA-05050,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5050,TA-05051,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5051,TA-05052,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5052,TA-05053,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5053,TA-05054,C-0170,1,C-0540,1,,0,,0,,0,,0,,0,,0,2,0.341
5054,TA-05055,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
5055,TA-05056,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
5056,TA-05057,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
5057,TA-05058,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
5058,TA-05059,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
5059,TA-05060,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
5060,TA-05061,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5061,TA-05062,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5062,TA-05063,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
5063,TA-05064,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5064,TA-05065,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5065,TA-05066,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5066,TA-05067,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5067,TA-05068,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
5068,TA-05069,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5069,TA-05070,C-1587,2,C-1606,1,C-0284,1,,0,,0,,0,,0,,0,4,4.263
5070,TA-05071,C-1587,2,C-1606,1,C-0284,1,,0,,0,,0,,0,,0,4,4.263
5071,TA-05072,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5072,TA-05073,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5073,TA-05074,C-0448,1,C-0449,1,,0,,0,,0,,0,,0,,0,2,0.038
5074,TA-05075,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5075,TA-05076,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5076,TA-05077,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5077,TA-05078,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5078,TA-05079,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5079,TA-05080,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5080,TA-05081,C-1849,1,,0,,0,,0,,0,,0,,0,,0,1,0.168
5081,TA-05082,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
5082,TA-05083,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
5083,TA-05084,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5084,TA-05085,C-0832,2,,0,,0,,0,,0,,0,,0,,0,2,1.362
5085,TA-05086,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5086,TA-05087,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5087,TA-05088,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5088,TA-05089,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5089,TA-05090,C-0829,1,C-2019,1,,0,,0,,0,,0,,0,,0,2,1.76
5090,TA-05091,C-1623,1,C-1624,1,C-1630,1,C-1654,1,,0,,0,,0,,0,4,0.126
5091,TA-05092,C-1623,1,C-1624,1,C-1630,1,C-1654,1,,0,,0,,0,,0,4,0.126
5092,TA-05093,C-1623,1,C-1624,1,C-1630,1,C-1654,1,,0,,0,,0,,0,4,0.126
5093,TA-05094,C-1623,1,C-1624,1,C-1630,1,,0,,0,,0,,0,,0,3,0.097
5094,TA-05095,C-1639,2,,0,,0,,0,,0,,0,,0,,0,2,0.1
5095,TA-05096,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5096,TA-05097,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5097,TA-05098,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5098,TA-05099,C-1421,2,,0,,0,,0,,0,,0,,0,,0,2,0.092
5099,TA-05100,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5100,TA-05101,C-0507,1,C-0508,1,,0,,0,,0,,0,,0,,0,2,1.144
5101,TA-05102,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5102,TA-05103,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5103,TA-05104,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
5104,TA-05105,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
5105,TA-05106,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5106,TA-05107,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5107,TA-05108,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5108,TA-05109,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5109,TA-05110,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5110,TA-05111,C-1229,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5111,TA-05112,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5112,TA-05113,C-0509,1,C-0511,1,,0,,0,,0,,0,,0,,0,2,0.57
5113,TA-05114,C-0510,1,,0,,0,,0,,0,,0,,0,,0,1,0.3
5114,TA-05115,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
5115,TA-05116,C-1622,1,C-1624,1,C-1629,1,C-1655,1,,0,,0,,0,,0,4,0.108
5116,TA-05117,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
5117,TA-05118,C-1621,1,C-1628,1,C-1761,1,,0,,0,,0,,0,,0,3,0.099
5118,TA-05119,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5119,TA-05120,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5120,TA-05121,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5121,TA-05122,C-0851,1,,0,,0,,0,,0,,0,,0,,0,1,1.8
5122,TA-05123,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5123,TA-05124,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5124,TA-05125,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5125,TA-05126,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5126,TA-05127,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5127,TA-05128,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
5128,TA-05129,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5129,TA-05130,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5130,TA-05131,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5131,TA-05132,C-1625,1,C-1632,1,C-0273,1,C-0512,1,,0,,0,,0,,0,4,1.523
5132,TA-05133,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
5133,TA-05134,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5134,TA-05135,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5135,TA-05136,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5136,TA-05137,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5137,TA-05138,C-1420,1,C-1421,1,C-0045,1,,0,,0,,0,,0,,0,3,0.27
5138,TA-05139,C-1373,1,,0,,0,,0,,0,,0,,0,,0,1,0.118
5139,TA-05140,C-0444,2,C-0445,2,,0,,0,,0,,0,,0,,0,4,0.262
5140,TA-05141,C-0444,2,C-0445,2,,0,,0,,0,,0,,0,,0,4,0.262
5141,TA-05142,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5142,TA-05143,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5143,TA-05144,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5144,TA-05145,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5145,TA-05146,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5146,TA-05147,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5147,TA-05148,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5148,TA-05149,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5149,TA-05150,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5150,TA-05151,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5151,TA-05152,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
5152,TA-05153,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
5153,TA-05154,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5154,TA-05155,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5155,TA-05156,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
5156,TA-05157,C-1845,1,C-1846,1,,0,,0,,0,,0,,0,,0,2,0.014
5157,TA-05158,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
5158,TA-05159,C-0101,1,C-0102,1,C-0415,1,,0,,0,,0,,0,,0,3,0.087
5159,TA-05160,C-0101,1,C-0102,1,C-0415,1,,0,,0,,0,,0,,0,3,0.087
5160,TA-05161,C-0414,1,C-0415,1,,0,,0,,0,,0,,0,,0,2,0.09
5161,TA-05162,C-0414,1,C-0415,1,,0,,0,,0,,0,,0,,0,2,0.09
5162,TA-05163,C-0101,1,C-0102,1,C-0414,1,,0,,0,,0,,0,,0,3,0.077
5163,TA-05164,C-0101,1,C-0102,1,C-0414,1,,0,,0,,0,,0,,0,3,0.077
5164,TA-05165,C-0108,1,C-0182,1,,0,,0,,0,,0,,0,,0,2,0.399
5165,TA-05166,C-0108,1,C-0182,1,,0,,0,,0,,0,,0,,0,2,0.399
5166,TA-05167,C-0080,1,C-0092,1,,0,,0,,0,,0,,0,,0,2,0.524
5167,TA-05168,C-0096,2,C-0097,2,,0,,0,,0,,0,,0,,0,4,0.066
5168,TA-05169,C-0096,2,C-0097,2,,0,,0,,0,,0,,0,,0,4,0.066
5169,TA-05170,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5170,TA-05171,C-1845,2,C-1846,2,,0,,0,,0,,0,,0,,0,4,0.028
5171,TA-05172,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5172,TA-05173,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5173,TA-05174,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5174,TA-05175,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
5175,TA-05176,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
5176,TA-05177,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
5177,TA-05178,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
5178,TA-05179,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5179,TA-05180,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5180,TA-05181,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5181,TA-05182,C-1385,2,C-1386,2,,0,,0,,0,,0,,0,,0,4,0.038
5182,TA-05183,C-1382,2,C-1383,2,,0,,0,,0,,0,,0,,0,4,0.068
5183,TA-05184,C-1622,1,C-1629,1,C-1724,1,,0,,0,,0,,0,,0,3,0.093
5184,TA-05185,C-1625,1,C-1632,1,,0,,0,,0,,0,,0,,0,2,0.162
5185,TA-05186,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
5186,TA-05187,C-1649,1,C-0409,1,,0,,0,,0,,0,,0,,0,2,0.37
5187,TA-05188,C-1889,2,,0,,0,,0,,0,,0,,0,,0,2,0.15
5188,TA-05189,C-1649,2,,0,,0,,0,,0,,0,,0,,0,2,0.44
5189,TA-05190,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5190,TA-05191,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5191,TA-05192,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5192,TA-05193,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5193,TA-05194,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5194,TA-05195,C-1640,2,,0,,0,,0,,0,,0,,0,,0,2,0.208
5195,TA-05196,C-1495,1,C-1880,1,,0,,0,,0,,0,,0,,0,2,0.905
5196,TA-05197,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5197,TA-05198,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5198,TA-05199,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5199,TA-05200,C-1553,1,,0,,0,,0,,0,,0,,0,,0,1,0.176
5200,TA-05201,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
5201,TA-05202,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
5202,TA-05203,C-1355,1,C-1639,1,,0,,0,,0,,0,,0,,0,2,0.083
5203,TA-05204,C-1352,1,C-1745,1,,0,,0,,0,,0,,0,,0,2,2.632
5204,TA-05205,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
5205,TA-05206,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5206,TA-05207,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
5207,TA-05208,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
5208,TA-05209,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5209,TA-05210,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5210,TA-05211,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5211,TA-05212,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5212,TA-05213,,0,,0,,0,,0,,0,,0,,0,,0,0,0
5213,TA-05214,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
5214,TA-05215,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5215,TA-05216,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
5216,TA-05217,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5217,TA-05218,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
5218,TA-05219,C-1622,1,C-1624,1,C-1629,1,C-1655,1,,0,,0,,0,,0,4,0.108
5219,TA-05220,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
5220,TA-05221,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
5221,TA-05222,C-1257,1,C-1973,1,,0,,0,,0,,0,,0,,0,2,0.11
5222,TA-05223,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5223,TA-05224,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5224,TA-05225,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5225,TA-05226,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5226,TA-05227,C-1420,2,C-1421,2,,0,,0,,0,,0,,0,,0,4,0.11
5227,TA-05228,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
