,annual_usage,min_order_quantity,bracket_pricing,quantity,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,num_boss,num_bracket,other,end_a_forming,end_x_forming,no_of_components,total_component_weight,cost
796,0.0,0.0,1.0,250.0,6.35,0.71,89,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.467686384
797,0.0,0.0,1.0,1.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.47471387
798,0.0,0.0,1.0,2.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.90999483
799,0.0,0.0,1.0,5.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.17060699
800,0.0,0.0,1.0,10.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.256550358
801,0.0,0.0,1.0,25.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.110342026
802,0.0,0.0,1.0,50.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.793187294
803,0.0,0.0,1.0,100.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.654084341
804,0.0,0.0,1.0,250.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.56784051
805,0.0,0.0,1.0,1.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.47471387
806,0.0,0.0,1.0,2.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.90999483
807,0.0,0.0,1.0,5.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.17060699
808,0.0,0.0,1.0,10.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.256550358
809,0.0,0.0,1.0,25.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.110342026
810,0.0,0.0,1.0,50.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.793187294
811,0.0,0.0,1.0,100.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.654084341
812,0.0,0.0,1.0,250.0,6.35,0.71,93,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.56784051
813,0.0,0.0,1.0,1.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.2076362
814,0.0,0.0,1.0,2.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.64291716
815,0.0,0.0,1.0,5.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.90352932
816,0.0,0.0,1.0,10.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.992254748
817,0.0,0.0,1.0,25.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.843264357
818,0.0,0.0,1.0,50.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.528891683
819,0.0,0.0,1.0,100.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.387006671
820,0.0,0.0,1.0,250.0,6.35,0.71,85,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.300762841
821,19.0,0.0,1.0,5.0,6.35,0.71,174,10.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,14.90905449
822,19.0,0.0,1.0,10.0,6.35,0.71,174,10.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,9.264256662
823,19.0,0.0,1.0,15.0,6.35,0.71,174,10.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,7.383584739
824,19.0,0.0,1.0,20.0,6.35,0.71,174,10.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.440466718
825,0.0,0.0,1.0,1.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,21.68893241
826,0.0,0.0,1.0,2.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,12.12421337
827,0.0,0.0,1.0,5.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,6.384825537
828,0.0,0.0,1.0,10.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,4.473550965
829,0.0,0.0,1.0,25.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,3.324560574
830,0.0,0.0,1.0,50.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,3.0101879
831,0.0,0.0,1.0,100.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.868302888
832,0.0,0.0,1.0,250.0,9.52,0.71,163,8.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.784841117
833,1.0,0.0,1.0,1.0,12.7,0.89,49,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,24.80762062
834,1.0,0.0,1.0,6.0,12.7,0.89,49,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.085603957
835,1.0,0.0,1.0,20.0,12.7,0.89,49,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,1.44667071
836,0.0,0.0,1.0,1.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,20.7319041
837,0.0,0.0,1.0,2.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,11.16718506
838,0.0,0.0,1.0,5.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,5.427797221
839,0.0,0.0,1.0,10.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,3.516522649
840,0.0,0.0,1.0,25.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.367532258
841,0.0,0.0,1.0,50.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.053159584
842,0.0,0.0,1.0,100.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,1.911274573
843,0.0,0.0,1.0,250.0,9.52,0.71,62,2.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,1.825030742
844,0.0,0.0,1.0,1.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,21.24658502
845,0.0,0.0,1.0,2.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,11.68186598
846,0.0,0.0,1.0,5.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,5.942478147
847,0.0,0.0,1.0,10.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,4.028421515
848,0.0,0.0,1.0,25.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.882213184
849,0.0,0.0,1.0,50.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.565058451
850,0.0,0.0,1.0,100.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.425955498
851,0.0,0.0,1.0,250.0,9.52,0.71,131,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.339711667
852,0.0,0.0,1.0,1.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,22.17301069
853,0.0,0.0,1.0,2.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.60829165
854,0.0,0.0,1.0,5.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.871685872
855,0.0,0.0,1.0,10.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.957629241
856,0.0,0.0,1.0,25.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.80863885
857,0.0,0.0,1.0,50.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.494266176
858,0.0,0.0,1.0,100.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.352381164
859,0.0,0.0,1.0,250.0,12.7,0.89,184,8.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.268919393
860,22.0,0.0,1.0,1.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,21.23545679
861,22.0,0.0,1.0,2.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,11.67073775
862,22.0,0.0,1.0,5.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,5.931349911
863,22.0,0.0,1.0,10.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,4.017293279
864,22.0,0.0,1.0,25.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.871084947
865,22.0,0.0,1.0,50.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.553930215
866,22.0,0.0,1.0,100.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.414827262
867,22.0,0.0,1.0,250.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.328583431
868,1.0,0.0,1.0,1.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,21.23545679
869,1.0,0.0,1.0,2.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,11.67073775
870,1.0,0.0,1.0,5.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,5.931349911
871,1.0,0.0,1.0,10.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,4.017293279
872,1.0,0.0,1.0,25.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.871084947
873,1.0,0.0,1.0,50.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.553930215
874,1.0,0.0,1.0,100.0,9.52,0.71,129,4.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,2.414827262
875,352.0,0.0,1.0,1.0,9.52,0.71,72,6.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,24.98010828
876,352.0,0.0,1.0,6.0,9.52,0.71,72,6.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,5.258091619
877,352.0,0.0,1.0,20.0,9.52,0.71,72,6.00,31.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.028,1.621940431
878,1.0,0.0,1.0,5.0,6.35,0.71,114,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,25.72570011
879,1.0,0.0,1.0,19.0,6.35,0.71,114,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.003683446
880,1.0,0.0,1.0,20.0,6.35,0.71,114,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.367532258
881,0.0,0.0,1.0,1.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,22.00330509
882,0.0,0.0,1.0,2.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.43858605
883,0.0,0.0,1.0,5.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.70198027
884,0.0,0.0,1.0,10.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.787923638
885,0.0,0.0,1.0,25.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.638933247
886,0.0,0.0,1.0,50.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.324560574
887,0.0,0.0,1.0,100.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.182675562
888,0.0,0.0,1.0,250.0,6.35,0.71,141,9.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.09921379
889,0.0,0.0,1.0,1.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.58043211
890,0.0,0.0,1.0,2.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.01571307
891,0.0,0.0,1.0,5.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.276325234
892,0.0,0.0,1.0,10.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.365050661
893,0.0,0.0,1.0,25.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.216060271
894,0.0,0.0,1.0,50.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.901687597
895,0.0,0.0,1.0,100.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.759802585
896,0.0,0.0,1.0,250.0,6.35,0.71,114,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.676340813
897,0.0,0.0,1.0,1.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.32448268
898,0.0,0.0,1.0,2.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.75976364
899,0.0,0.0,1.0,5.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.020375801
900,0.0,0.0,1.0,10.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.106319169
901,0.0,0.0,1.0,25.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.960110837
902,0.0,0.0,1.0,50.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.642956105
903,0.0,0.0,1.0,100.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.501071093
904,0.0,0.0,1.0,250.0,6.35,0.71,99,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.417609321
905,0.0,0.0,1.0,1.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.84472772
906,0.0,0.0,1.0,2.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.28000868
907,0.0,0.0,1.0,5.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.540620844
908,0.0,0.0,1.0,10.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.629346272
909,0.0,0.0,1.0,25.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.480355881
910,0.0,0.0,1.0,50.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.163201148
911,0.0,0.0,1.0,100.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.024098196
912,0.0,0.0,1.0,250.0,6.35,0.71,154,5.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.937854365
913,0.0,0.0,1.0,1.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.83638154
914,0.0,0.0,1.0,2.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.2716625
915,0.0,0.0,1.0,5.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.532274667
916,0.0,0.0,1.0,10.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.618218036
917,0.0,0.0,1.0,25.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.472009704
918,0.0,0.0,1.0,50.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.154854971
919,0.0,0.0,1.0,100.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.012969959
920,0.0,0.0,1.0,250.0,6.35,0.71,169,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.929508188
921,0.0,0.0,1.0,1.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.1325206
922,0.0,0.0,1.0,2.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.56780156
923,0.0,0.0,1.0,5.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.828413726
924,0.0,0.0,1.0,10.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.917139153
925,0.0,0.0,1.0,25.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.768148762
926,0.0,0.0,1.0,50.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.45099403
927,0.0,0.0,1.0,100.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.311891077
928,0.0,0.0,1.0,250.0,6.35,0.71,92,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.225647246
929,0.0,0.0,1.0,1.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,20.69573733
930,0.0,0.0,1.0,2.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.13101829
931,0.0,0.0,1.0,5.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.391630454
932,0.0,0.0,1.0,10.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.477573822
933,0.0,0.0,1.0,25.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.33136549
934,0.0,0.0,1.0,50.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.014210758
935,0.0,0.0,1.0,100.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,1.872325746
936,0.0,0.0,1.0,250.0,6.35,0.71,39,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,1.788863974
937,0.0,0.0,1.0,1.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.36621356
938,0.0,0.0,1.0,2.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.80149452
939,0.0,0.0,1.0,5.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.062106686
940,0.0,0.0,1.0,10.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.148050055
941,0.0,0.0,1.0,25.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.001841723
942,0.0,0.0,1.0,50.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.684686991
943,0.0,0.0,1.0,100.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.542801979
944,0.0,0.0,1.0,250.0,6.35,0.71,104,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.459340207
945,0.0,0.0,1.0,1.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,20.66235262
946,0.0,0.0,1.0,2.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.09763358
947,0.0,0.0,1.0,5.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.358245745
948,0.0,0.0,1.0,10.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.444189113
949,0.0,0.0,1.0,25.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.297980782
950,0.0,0.0,1.0,50.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,1.980826049
951,0.0,0.0,1.0,100.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,1.838941037
952,0.0,0.0,1.0,250.0,6.35,0.71,35,2.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,1.755479265
953,0.0,0.0,1.0,1.0,15.88,1.24,64,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.046,21.76126595
954,0.0,0.0,1.0,2.0,15.88,1.24,64,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.046,12.19654691
955,0.0,0.0,1.0,5.0,15.88,1.24,64,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.046,6.457159073
956,0.0,0.0,1.0,10.0,15.88,1.24,64,3.00,38.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.046,4.543102441
